Latitude,Longitude,Type,Depth,Magnitude,Date,Time,Area,Year,Month,Day
28.826,34.799,Earthquake,10.0,7.2,1995-11-22,04:15:12,,1995,11,22
16.84,-93.469,Earthquake,159.3,7.2,1995-10-21,02:38:57,,1995,10,21
-5.771,154.347,Earthquake,33.0,7.2,1995-08-16,23:10:24,,1995,8,16
-29.211,-177.589,Earthquake,35.3,7.2,1995-07-03,19:50:51,,1995,7,3
12.059,125.58,Earthquake,20.7,7.2,1995-04-21,00:34:46,,1995,4,21
-16.62,167.518,Earthquake,33.0,7.2,1994-07-13,02:35:56,,1994,7,13
14.717,-92.645,Earthquake,34.1,7.2,1993-09-10,19:12:55,,1993,9,10
7.075,-76.862,Earthquake,10.0,7.2,1992-10-18,15:11:59,,1992,10,18
-22.483,-178.413,Earthquake,377.2,7.2,1992-07-11,10:44:20,,1992,7,11
-6.075,147.572,Earthquake,58.0,7.2,1992-05-15,07:05:05,,1992,5,15
40.3353333,-124.2286667,Earthquake,9.856,7.2,1992-04-25,18:06:05,,1992,4,25
-56.032,-25.266,Earthquake,10.0,7.2,1991-12-27,04:05:58,,1991,12,27
4.554,-77.442,Earthquake,21.3,7.2,1991-11-19,22:28:51,,1991,11,19
-9.094,158.442,Earthquake,23.4,7.2,1991-10-14,15:58:13,,1991,10,14
-15.355,167.464,Earthquake,125.7,7.2,1990-07-27,12:38:00,,1990,7,27
5.121,32.145,Earthquake,14.9,7.2,1990-05-20,02:22:02,,1990,5,20
49.037,141.847,Earthquake,605.7,7.2,1990-05-12,04:50:09,,1990,5,12
-24.753,-70.433,Earthquake,36.9,7.2,1988-02-05,14:01:03,,1988,2,5
-19.022,-69.991,Earthquake,69.7,7.2,1987-08-08,15:48:57,,1987,8,8
0.151,-77.821,Earthquake,10.0,7.2,1987-03-06,04:10:42,,1987,3,6
-21.702,-176.616,Earthquake,188.1,7.2,1986-10-30,01:28:55,,1986,10,30
45.547,26.316,Earthquake,132.3,7.2,1986-08-30,21:28:35,,1986,8,30
-4.448,143.943,Earthquake,102.3,7.2,1986-06-24,03:11:31,,1986,6,24
-5.599,151.045,Earthquake,26.7,7.2,1985-05-10,15:35:51,,1985,5,10
-34.131,-71.618,Earthquake,37.8,7.2,1985-04-09,01:56:59,,1985,4,9
-15.86,-173.643,Earthquake,128.4,7.2,1984-10-15,10:21:07,,1984,10,15
44.117,148.192,Earthquake,44.4,7.2,1984-03-24,09:44:03,,1984,3,24
33.683,136.894,Earthquake,368.1,7.2,1984-01-01,09:03:39,,1984,1,1
-60.665,-25.451,Earthquake,24.0,7.2,1983-10-22,04:21:35,,1983,10,22
-24.133,-175.864,Earthquake,33.0,7.2,1982-12-19,17:43:55,,1982,12,19
39.243,25.227,Earthquake,10.0,7.2,1981-12-19,14:10:51,,1981,12,19
-33.134,-73.074,Earthquake,33.0,7.2,1981-10-16,03:25:42,,1981,10,16
41.117,-124.253,Earthquake,19.0,7.2,1980-11-08,10:27:34,,1980,11,8
-21.89,169.853,Earthquake,33.0,7.2,1980-10-25,11:00:05,,1980,10,25
-30.683,-177.358,Earthquake,33.0,7.2,1978-02-09,21:35:13,,1978,2,9
-25.856,-175.406,Earthquake,33.0,7.2,1977-10-10,11:53:54,,1977,10,10
-8.031,155.538,Earthquake,33.0,7.2,1977-07-29,11:15:45,,1977,7,29
12.54,125.993,Earthquake,50.0,7.2,1975-10-31,08:28:03,,1975,10,31
-12.5,-77.786,Earthquake,6.0,7.2,1974-11-09,12:59:50,,1974,11,9
-8.42,154.034,Earthquake,48.0,7.2,1974-10-23,06:14:54,,1974,10,23
-29.082,-175.954,Earthquake,33.0,7.2,1974-07-02,23:26:27,,1974,7,2
-14.434,166.863,Earthquake,34.0,7.2,1974-01-10,08:51:13,,1974,1,10
-15.117,166.896,Earthquake,47.0,7.2,1973-12-29,00:19:31,,1973,12,29
50.486,156.584,Earthquake,27.0,7.2,1973-02-28,06:37:49,,1973,2,28
-5.154,154.191,Earthquake,409.9,7.2,1972-04-28,23:32:11,,1972,4,28
-25.758,179.665,Earthquake,495.8,7.2,1972-03-30,05:34:53,,1972,3,30
33.453,140.929,Earthquake,59.8,7.2,1972-02-29,09:23:01,,1972,2,29
-4.026,-80.542,Earthquake,25.0,7.2,1970-12-10,04:34:41,,1970,12,10
-54.476,-64.499,Earthquake,10.0,7.2,1970-06-15,11:14:51,,1970,6,15
6.785,126.682,Earthquake,40.0,7.2,1970-01-10,12:07:07,,1970,1,10
15.648,-59.694,Earthquake,20.0,7.2,1969-12-25,21:32:31,,1969,12,25
-6.784,126.581,Earthquake,430.5,7.2,1969-02-11,22:16:13,,1969,2,11
-22.797,178.82,Earthquake,660.0,7.2,1969-02-10,22:58:06,,1969,2,10
0.157,119.802,Earthquake,20.0,7.2,1968-08-14,22:14:23,,1968,8,14
-41.659,172.02,Earthquake,20.0,7.2,1968-05-23,17:24:18,,1968,5,23
39.368,24.957,Earthquake,15.0,7.2,1968-02-19,22:45:45,,1968,2,19
-5.208,153.742,Earthquake,35.0,7.2,1967-12-25,01:23:32,,1967,12,25
-21.182,-179.186,Earthquake,636.8,7.2,1967-10-09,17:21:49,,1967,10,9
-16.198,167.607,Earthquake,35.0,7.2,1965-08-13,12:40:32,,1965,8,13
-15.449,166.98,Earthquake,25.0,7.2,1965-08-11,03:40:58,,1965,8,11
44.578,148.699,Earthquake,58.0,7.2,1965-06-11,03:34:04,,1965,6,11
-0.0456,-17.8255,Earthquake,10.0,7.1,2016-08-29,04:29:58,,2016,8,29
59.6363,-153.4051,Earthquake,129.0,7.1,2016-01-24,10:30:30,,2016,1,24
-47.6165,85.0913,Earthquake,35.0,7.1,2015-12-04,22:25:00,,2015,12,4
-14.8595,167.3028,Earthquake,135.0,7.1,2015-10-20,21:52:03,,2015,10,20
-7.2175,154.5567,Earthquake,10.0,7.1,2015-05-07,07:10:20,,2015,5,7
52.6487,-31.9016,Earthquake,16.68,7.1,2015-02-13,18:59:12,,2015,2,13
1.8929,126.5217,Earthquake,45.0,7.1,2014-11-15,02:31:42,,2014,11,15
-19.6903,-177.7587,Earthquake,434.0,7.1,2014-11-01,18:57:22,,2014,11,1
-6.5858,155.0485,Earthquake,60.53,7.1,2014-04-11,07:07:23,,2014,4,11
37.1557,144.6611,Earthquake,35.0,7.1,2013-10-25,17:10:20,,2013,10,25
9.8796,124.1167,Earthquake,19.04,7.1,2013-10-15,00:12:32,,2013,10,15
-15.8385,-74.5112,Earthquake,40.0,7.1,2013-09-25,16:42:43,,2013,9,25
-10.928,166.018,Earthquake,21.0,7.1,2013-02-08,15:26:38,,2013,2,8
-11.183,164.882,Earthquake,10.0,7.1,2013-02-06,01:23:20,,2013,2,6
-6.533,129.825,Earthquake,155.0,7.1,2012-12-10,16:53:09,,2012,12,10
-35.2,-72.217,Earthquake,40.7,7.1,2012-03-25,22:37:06,,2012,3,25
-17.827,167.133,Earthquake,23.0,7.1,2012-02-02,13:34:41,,2012,2,2
-7.551,146.809,Earthquake,135.0,7.1,2011-12-14,05:04:59,,2011,12,14
38.721,43.508,Earthquake,18.0,7.1,2011-10-23,10:41:23,,2011,10,23
-18.311,168.218,Earthquake,28.0,7.1,2011-08-20,18:19:24,,2011,8,20
38.276,141.588,Earthquake,42.0,7.1,2011-04-07,14:32:43,,2011,4,7
-1.266,-77.306,Earthquake,206.7,7.1,2010-08-12,11:54:16,,2010,8,12
-8.783,157.354,Earthquake,10.0,7.1,2010-01-03,22:36:26,,2010,1,3
33.167,137.944,Earthquake,292.0,7.1,2009-08-09,10:55:55,,2009,8,9
-55.664,158.453,Earthquake,16.0,7.1,2008-04-12,00:30:13,,2008,4,12
-20.617,169.357,Earthquake,34.0,7.1,2007-03-25,00:40:02,,2007,3,25
21.799,120.547,Earthquake,10.0,7.1,2006-12-26,12:26:21,南海,2006,12,26
-6.527,129.933,Earthquake,201.7,7.1,2005-03-02,10:42:12,,2005,3,2
5.293,123.337,Earthquake,525.0,7.1,2005-02-05,12:23:19,,2005,2,5
-3.609,135.404,Earthquake,10.0,7.1,2004-11-26,02:25:03,,2004,11,26
-46.676,164.721,Earthquake,10.0,7.1,2004-11-22,20:26:24,,2004,11,22
-17.656,-178.76,Earthquake,565.5,7.1,2004-07-15,04:27:15,,2004,7,15
-22.253,169.683,Earthquake,22.0,7.1,2004-01-03,16:23:21,,2004,1,3
-7.606,-71.722,Earthquake,558.1,7.1,2003-06-20,06:19:39,,2003,6,20
51.272,177.978,Earthquake,33.0,7.1,2003-03-17,16:36:17,,2003,3,17
13.088,144.619,Earthquake,85.7,7.1,2002-04-26,16:06:07,,2002,4,26
24.279,122.179,Earthquake,32.8,7.1,2002-03-31,06:52:50,东海,2002,3,31
-42.813,124.688,Earthquake,10.0,7.1,2001-12-12,14:02:35,,2001,12,12
-36.813,-179.575,Earthquake,33.0,7.1,2001-08-21,06:52:06,,2001,8,21
1.271,126.249,Earthquake,35.0,7.1,2001-02-24,07:23:49,,2001,2,24
-14.928,167.17,Earthquake,103.0,7.1,2001-01-09,16:49:28,,2001,1,9
-19.528,173.818,Earthquake,33.0,7.1,2000-02-25,01:43:59,,2000,2,25
34.6033333,-116.265,Earthquake,13.73,7.1,1999-10-16,09:46:44,,1999,10,16
-4.751,152.486,Earthquake,73.7,7.1,1999-05-16,00:51:20,,1999,5,16
-5.159,150.88,Earthquake,138.0,7.1,1999-05-10,20:33:02,,1999,5,10
43.607,130.35,Earthquake,565.7,7.1,1999-04-08,13:10:34,吉林省,1999,4,8
5.397,121.937,Earthquake,33.0,7.1,1999-03-04,08:52:02,,1999,3,4
28.932,139.329,Earthquake,440.5,7.1,1998-08-20,06:40:56,,1998,8,20
-23.913,-70.207,Earthquake,42.0,7.1,1998-01-30,12:16:09,,1998,1,30
-30.933,-71.22,Earthquake,58.0,7.1,1997-10-15,01:03:33,,1997,10,15
-32.115,179.791,Earthquake,332.7,7.1,1997-05-25,23:22:33,,1997,5,25
29.976,68.208,Earthquake,33.0,7.1,1997-02-27,21:08:02,,1997,2,27
-21.999,-65.719,Earthquake,276.2,7.1,1997-01-23,02:15:23,,1997,1,23
